,created_at,content,text,topic,gamma
62,12:32.7,"It is my honor to nominate Judge Jason Reding Quiñones as the next United States Attorney for the Southern District of Florida.A former Federal prosecutor and Justice Department National Security Official, Judge Reding Quiñones currently serves as a highly respected State Trial Judge in Miami, and a Lieutenant Colonel in the Air Force Reserve.As the next U.S. Attorney for the Southern District of Florida, Judge Reding Quiñones will restore Law and Order, prosecute violent crimes and, MAKE AMERICA SAFE AGAIN.Congratulations Jason!","It is my honor to nominate Judge Jason Reding Quiñones as the next United States Attorney for the Southern District of Florida.A former Federal prosecutor and Justice Department National Security Official, Judge Reding Quiñones currently serves as a highly respected State Trial Judge in Miami, and a Lieutenant Colonel in the Air Force Reserve.As the next U.S. Attorney for the Southern District of Florida, Judge Reding Quiñones will restore Law and Order, prosecute violent crimes and, MAKE AMERICA SAFE AGAIN.Congratulations Jason!",7,0.995087356
63,54:44.6,"I am pleased to announce the nomination of Kyle Dudek to serve as Judge on the United States District Court for the Middle District of Florida. Kyle earned his J.D., Magna Cum Laude, from the Antonin Scalia School of Law at George Mason University, and devoutly served as a Law Clerk for many esteemed Judges. Kyle will uphold the Rule of Law in the Great State of Florida, where men do not play in Women's Sports, Illegals Criminals are found and deported, and Tough on Crime Policies are championed. Thank you Kyle!","I am pleased to announce the nomination of Kyle Dudek to serve as Judge on the United States District Court for the Middle District of Florida. Kyle earned his J.D., Magna Cum Laude, from the Antonin Scalia School of Law at George Mason University, and devoutly served as a Law Clerk for many esteemed Judges. Kyle will uphold the Rule of Law in the Great State of Florida, where men do not play in Women's Sports, Illegals Criminals are found and deported, and Tough on Crime Policies are championed. Thank you Kyle!",7,0.861035695
64,37:32.3,"To The Department of Energy: DRILL, BABY, DRILL!!!  And I mean NOW!!!","To The Department of Energy: DRILL, BABY, DRILL!!!  And I mean NOW!!!",7,0.685625937
65,44:20.9,TO MY GREAT FELLOW AMERICANS...,TO MY GREAT FELLOW AMERICANS...,7,0.915010252
66,39:08.2,"I am pleased to announce that I am promoting Sergio Gor to be our next United States Ambassador to the Republic of India, and Special Envoy for South and Central Asian Affairs. As Director of Presidential Personnel, Sergio and his team have hired nearly 4,000 America First Patriots across every Department of our Federal Government in RECORD time  Our Departments and Agencies are over 95% filled! Sergio will remain in his current role at the White House until his confirmation. Sergio is a great friend, who has been at my side for many years. He worked on my Historic Presidential Campaigns, published my Best Selling Books, and ran one of the biggest Super PACs, which supported our Movement. Sergio's role as Director of Presidential Personnel has been essential to delivering on the unprecedented Mandate that we received from the American People. For the most populous Region in the World, it is important that I have someone I can fully trust to deliver on my Agenda and help us, MAKE AMERICA GREAT AGAIN. Sergio will make an incredible Ambassador. Congratulations Sergio!","I am pleased to announce that I am promoting Sergio Gor to be our next United States Ambassador to the Republic of India, and Special Envoy for South and Central Asian Affairs. As Director of Presidential Personnel, Sergio and his team have hired nearly 4,000 America First Patriots across every Department of our Federal Government in RECORD time  Our Departments and Agencies are over 95% filled! Sergio will remain in his current role at the White House until his confirmation. Sergio is a great friend, who has been at my side for many years. He worked on my Historic Presidential Campaigns, published my Best Selling Books, and ran one of the biggest Super PACs, which supported our Movement. Sergio's role as Director of Presidential Personnel has been essential to delivering on the unprecedented Mandate that we received from the American People. For the most populous Region in the World, it is important that I have someone I can fully trust to deliver on my Agenda and help us, MAKE AMERICA GREAT AGAIN. Sergio will make an incredible Ambassador. Congratulations Sergio!",7,0.871855553
67,20:42.4,I am pleased to announce the 2027 NFL Draft will take place here in the Nation's Capital on the National Mall...,I am pleased to announce the 2027 NFL Draft will take place here in the Nation's Capital on the National Mall...,7,0.739400581
68,48:13.7,"I am pleased to announce that Gadyaces “Gady” Serralta will serve as the next Director of the United States Marshals Service.Gady is a lifelong public servant, with 34 years of Law Enforcement experience. I nominated him in my First Term to serve as the U.S. Marshal for the Southern District of Florida, and he has done an incredible job for the past six years. He was previously a Major in the Miami-Dade Police Department, and the Police Chief for Palmetto Bay, Florida.Gady will work with our GREAT Attorney General Pam Bondi to make sure that we restore Law and Order, and Make America Safe Again.Congratulations Gady!","I am pleased to announce that Gadyaces “Gady” Serralta will serve as the next Director of the United States Marshals Service.Gady is a lifelong public servant, with 34 years of Law Enforcement experience. I nominated him in my First Term to serve as the U.S. Marshal for the Southern District of Florida, and he has done an incredible job for the past six years. He was previously a Major in the Miami-Dade Police Department, and the Police Chief for Palmetto Bay, Florida.Gady will work with our GREAT Attorney General Pam Bondi to make sure that we restore Law and Order, and Make America Safe Again.Congratulations Gady!",7,0.995407853
69,17:35.8,"Pete Hegseth will make a GREAT Secretary of Defense. He has my Complete and Total support. Good luck today, Pete!","Pete Hegseth will make a GREAT Secretary of Defense. He has my Complete and Total support. Good luck today, Pete!",7,0.513906589
70,50:53.2,"I am pleased to announce that our United States Ambassador to Turkey, Tom Barrack, will be serving as our Envoy to Syria. Tom understands there is great potential in working with Syria to stop Radicalism, improve Relations, and secure Peace in the Middle East. Together, we will Make America, and the World, SAFE AGAIN!","I am pleased to announce that our United States Ambassador to Turkey, Tom Barrack, will be serving as our Envoy to Syria. Tom understands there is great potential in working with Syria to stop Radicalism, improve Relations, and secure Peace in the Middle East. Together, we will Make America, and the World, SAFE AGAIN!",7,0.800672497
71,46:54.3,"THE RUSSIA HOAX  ""SHOCKING DETAILS!""","THE RUSSIA HOAX  ""SHOCKING DETAILS!""",8,0.642133106
72,19:18.6,"Great News! ""Senator""Thom Tillis will not be seeking reelection.","Great News! ""Senator""Thom Tillis will not be seeking reelection.",8,0.755355853
73,51:38.8,"""ððððððððð ððððð ððððð ðð ðððððð ðððððððð""Stephen Miller: ""There are people in this country, as President Trump has said, who will do nothing with their lives but rape, maim, and murder. They cannot be rehabilitated...We need a place in this country where we can send people to visually demonstrate their total separation from society ...""","""ððððððððð ððððð ððððð ðð ðððððð ðððððððð""Stephen Miller: ""There are people in this country, as President Trump has said, who will do nothing with their lives but rape, maim, and murder. They cannot be rehabilitated...We need a place in this country where we can send people to visually demonstrate their total separation from society ...""",8,0.736996337
74,19:31.5,"The airplane was on a perfect and routine line of approach to the airport. The helicopter was going straight at the airplane for an extended period of time. It is a CLEAR NIGHT, the lights on the plane were blazing, why didn’t the helicopter go up or down, or turn. Why didn’t the control tower tell the helicopter what to do instead of asking if they saw the plane. This is a bad situation that looks like it should have been prevented. NOT GOOD!!!","The airplane was on a perfect and routine line of approach to the airport. The helicopter was going straight at the airplane for an extended period of time. It is a CLEAR NIGHT, the lights on the plane were blazing, why didn’t the helicopter go up or down, or turn. Why didn’t the control tower tell the helicopter what to do instead of asking if they saw the plane. This is a bad situation that looks like it should have been prevented. NOT GOOD!!!",8,0.992246336
75,34:07.3,CRIME NUMBERS ARE WAY DOWN IN DC! AMAZING PROGRESS BEING MADE! Thank you for your attention to this matter. President DJT,CRIME NUMBERS ARE WAY DOWN IN DC! AMAZING PROGRESS BEING MADE! Thank you for your attention to this matter. President DJT,8,0.772238979
76,38:39.1,"Major League Baseball didn’t have the courage or decency to put the late, great, Pete Rose, also known as “Charlie Hustle,” into the Baseball Hall of fame. Now he is dead, will never experience the thrill of being selected, even though he was a FAR BETTER PLAYER than most of those who made it, and can only be named posthumously. WHAT A SHAME! Anyway, over the next few weeks I will be signing a complete PARDON of Pete Rose, who shouldn’t have been gambling on baseball, but only bet on HIS TEAM WINNING. He never betted against himself, or the other team. He had the most hits, by far, in baseball history, and won more games than anyone in sports history. Baseball, which is dying all over the place, should get off its fat, lazy ass, and elect Pete Rose, even though far too late, into the Baseball Hall of Fame!","Major League Baseball didn’t have the courage or decency to put the late, great, Pete Rose, also known as “Charlie Hustle,” into the Baseball Hall of fame. Now he is dead, will never experience the thrill of being selected, even though he was a FAR BETTER PLAYER than most of those who made it, and can only be named posthumously. WHAT A SHAME! Anyway, over the next few weeks I will be signing a complete PARDON of Pete Rose, who shouldn’t have been gambling on baseball, but only bet on HIS TEAM WINNING. He never betted against himself, or the other team. He had the most hits, by far, in baseball history, and won more games than anyone in sports history. Baseball, which is dying all over the place, should get off its fat, lazy ass, and elect Pete Rose, even though far too late, into the Baseball Hall of Fame!",8,0.595635148
77,04:18.6,"I had a very good meeting with distinguished guests, President Volodymyr Zelenskyy, of Ukraine, President Emmanuel Macron, of France, President Alexander Stubb, of Finland, Prime Minister Giorgia Meloni, of Italy, Prime Minister Keir Starmer, of the United Kingdom, Chancellor of the Federal Republic of Germany, Friedrich Merz, President of the European Commission, Ursula von der Leyen, and Secretary General of NATO, Mark Rutte, in the White House, which ended in a further meeting in the Oval Office. During the meeting we discussed Security Guarantees for Ukraine, which Guarantees would be provided by the various European Countries, with a coordination with the United States of America. Everyone is very happy about the possibility of PEACE for Russia/Ukraine. At the conclusion of the meetings, I called President Putin, and began the arrangements for a meeting, at a location to be determined, between President Putin and President Zelenskyy. After that meeting takes place, we will have a Trilat, which would be the two Presidents, plus myself. Again, this was a very good, early step for a War that has been going on for almost four years. Vice President JD Vance, Secretary of State Marco Rubio, and Special Envoy Steve Witkoff, are coordinating with Russia and Ukraine. Thank you for your attention to this matter!","I had a very good meeting with distinguished guests, President Volodymyr Zelenskyy, of Ukraine, President Emmanuel Macron, of France, President Alexander Stubb, of Finland, Prime Minister Giorgia Meloni, of Italy, Prime Minister Keir Starmer, of the United Kingdom, Chancellor of the Federal Republic of Germany, Friedrich Merz, President of the European Commission, Ursula von der Leyen, and Secretary General of NATO, Mark Rutte, in the White House, which ended in a further meeting in the Oval Office. During the meeting we discussed Security Guarantees for Ukraine, which Guarantees would be provided by the various European Countries, with a coordination with the United States of America. Everyone is very happy about the possibility of PEACE for Russia/Ukraine. At the conclusion of the meetings, I called President Putin, and began the arrangements for a meeting, at a location to be determined, between President Putin and President Zelenskyy. After that meeting takes place, we will have a Trilat, which would be the two Presidents, plus myself. Again, this was a very good, early step for a War that has been going on for almost four years. Vice President JD Vance, Secretary of State Marco Rubio, and Special Envoy Steve Witkoff, are coordinating with Russia and Ukraine. Thank you for your attention to this matter!",8,0.997599942
78,18:30.6,"Big news coming out of Africa, where I am also involved in settling violent wars and conflicts. I don't know why so many of these events have fallen to me and my Administration, but they have, and we have done an unprecedented job in getting them SETTLED or, putting them in position for PEACE. STAY TUNED!!!","Big news coming out of Africa, where I am also involved in settling violent wars and conflicts. I don't know why so many of these events have fallen to me and my Administration, but they have, and we have done an unprecedented job in getting them SETTLED or, putting them in position for PEACE. STAY TUNED!!!",8,0.557153375
79,15:27.5,"The GREAT B-2 pilots have just landed, safely, in Missouri. Thank you for a job well done!!! DONALD J. TRUMP, PRESIDENT OF THE UNITED STATES!","The GREAT B-2 pilots have just landed, safely, in Missouri. Thank you for a job well done!!! DONALD J. TRUMP, PRESIDENT OF THE UNITED STATES!",8,0.851929536
80,25:09.9,"United States Special Envoy, Steve Witkoff...","United States Special Envoy, Steve Witkoff...",8,0.955399233
81,06:14.8,"Congressman Ron Estes is a Tremendous Champion for Kansas' 4th Congressional District! A Fifth Generation Kansan, Ron served as State Treasurer for six years prior to becoming a very distinguished and respected U.S. Congressman. He is working tirelessly to Grow our Economy, Cut Taxes and Regulations, Promote MADE IN THE U.S.A., Champion American Energy DOMINANCE, Keep our Border SECURE, Stop Migrant Crime, Murderers, and other Criminals from illegally entering our Country, Strengthen our Great Military/Veterans, and Defend our always under siege Second Amendment. Ron Estes has my Complete and Total Endorsement for Re-Election  HE WILL NEVER LET YOU DOWN!","Congressman Ron Estes is a Tremendous Champion for Kansas' 4th Congressional District! A Fifth Generation Kansan, Ron served as State Treasurer for six years prior to becoming a very distinguished and respected U.S. Congressman. He is working tirelessly to Grow our Economy, Cut Taxes and Regulations, Promote MADE IN THE U.S.A., Champion American Energy DOMINANCE, Keep our Border SECURE, Stop Migrant Crime, Murderers, and other Criminals from illegally entering our Country, Strengthen our Great Military/Veterans, and Defend our always under siege Second Amendment. Ron Estes has my Complete and Total Endorsement for Re-Election  HE WILL NEVER LET YOU DOWN!",9,0.995689093
82,30:18.4,"I just finished speaking with the Governor Mike Braun, of the Great State of Indiana, which I won BIG in 2016, 2020, and 2024. We are approving $15.1 Million Dollars for severe flooding and tornados, which took place in the early Spring. I know the State, under the leadership of Mike Braun, will make a rapid recovery!","I just finished speaking with the Governor Mike Braun, of the Great State of Indiana, which I won BIG in 2016, 2020, and 2024. We are approving $15.1 Million Dollars for severe flooding and tornados, which took place in the early Spring. I know the State, under the leadership of Mike Braun, will make a rapid recovery!",9,0.731230553
83,01:49.9,"Congratulations to Governor Brad Little, and Idaho Legislators, who are fighting to bring School Choice to their beautiful State. $50 Million Dollars to empower parents to provide the very best Education for their child – GREAT news for Idaho families. This Bill, which has my Complete and Total Support, MUST PASS!","Congratulations to Governor Brad Little, and Idaho Legislators, who are fighting to bring School Choice to their beautiful State. $50 Million Dollars to empower parents to provide the very best Education for their child – GREAT news for Idaho families. This Bill, which has my Complete and Total Support, MUST PASS!",9,0.820677704
84,30:29.8,"It is my Great Honor to grant $11.7 Million Dollars to the beautiful State of West Virginia, for severe tornados and flooding that impacted their incredible people in June. I just finished speaking with their wonderful Governor, Patrick Morrisey, and look forward to seeing the State make a full recovery. I love West Virginia!","It is my Great Honor to grant $11.7 Million Dollars to the beautiful State of West Virginia, for severe tornados and flooding that impacted their incredible people in June. I just finished speaking with their wonderful Governor, Patrick Morrisey, and look forward to seeing the State make a full recovery. I love West Virginia!",9,0.660833179
85,27:16.7,"Senator Markwayne Mullin is doing a tremendous job representing the wonderful People of the Great State of Oklahoma, where I was the only person to win all 77 out of 77 Counties (Ronald Reagan was second with 56 Counties)  I did it in 2016, 2020, and 2024! A MAGA Warrior, and former undefeated professional MMA fighter, Markwayne brings that same Fighting Spirit to the U.S. Senate, where he works tirelessly to Advance our America First Agenda. As the only actual Native American in the Senate (now that Elizabeth ""Pocahontas""Warren has been determined not to be one!), Markwayne is a fantastic advocate for our Incredible Tribal Communities. Additionally, Markwayne is relentlessly focused on helping us Grow the Economy, Champion American Energy DOMINANCE, Support our Amazing Farmers and Ranchers, Help Secure our now VERY Secure Southern Border, Stop Migrant Crime, Murderers, and other Criminals from illegally entering our Country, Strengthen our Military/Veterans, and Defend our always under siege Second Amendment, which has not been attacked, amended, or changed while I was President. Oklahoma, Markwayne Mullin has my Complete and Total Endorsement for Re-Election â HE WILL NEVER LET YOU DOWN!","Senator Markwayne Mullin is doing a tremendous job representing the wonderful People of the Great State of Oklahoma, where I was the only person to win all 77 out of 77 Counties (Ronald Reagan was second with 56 Counties)  I did it in 2016, 2020, and 2024! A MAGA Warrior, and former undefeated professional MMA fighter, Markwayne brings that same Fighting Spirit to the U.S. Senate, where he works tirelessly to Advance our America First Agenda. As the only actual Native American in the Senate (now that Elizabeth ""Pocahontas""Warren has been determined not to be one!), Markwayne is a fantastic advocate for our Incredible Tribal Communities. Additionally, Markwayne is relentlessly focused on helping us Grow the Economy, Champion American Energy DOMINANCE, Support our Amazing Farmers and Ranchers, Help Secure our now VERY Secure Southern Border, Stop Migrant Crime, Murderers, and other Criminals from illegally entering our Country, Strengthen our Military/Veterans, and Defend our always under siege Second Amendment, which has not been attacked, amended, or changed while I was President. Oklahoma, Markwayne Mullin has my Complete and Total Endorsement for Re-Election â HE WILL NEVER LET YOU DOWN!",9,0.997326465
86,33:07.3,"Senator Bill Hagerty is doing a fantastic job representing the Great People of Tennessee! I have known Bill for a long time, as both a Highly Successful Businessman, and outstanding Ambassador to Japan. He has been with us from the very beginning, helping us, MAKE AMERICA GREAT AGAIN. In the Senate, Bill is working hard to Revitalize our Economy, Lower Taxes, Secure the Border, Champion our Incredible Military/Vets, Restore American Energy DOMINANCE, Protect our always under siege Second Amendment, and Ensure PEACE THROUGH STRENGTH. Senator Bill Hagerty has my Complete and Total Endorsement for Re-Election â HE WILL NEVER LET YOU DOWN!","Senator Bill Hagerty is doing a fantastic job representing the Great People of Tennessee! I have known Bill for a long time, as both a Highly Successful Businessman, and outstanding Ambassador to Japan. He has been with us from the very beginning, helping us, MAKE AMERICA GREAT AGAIN. In the Senate, Bill is working hard to Revitalize our Economy, Lower Taxes, Secure the Border, Champion our Incredible Military/Vets, Restore American Energy DOMINANCE, Protect our always under siege Second Amendment, and Ensure PEACE THROUGH STRENGTH. Senator Bill Hagerty has my Complete and Total Endorsement for Re-Election â HE WILL NEVER LET YOU DOWN!",9,0.995331714
87,05:48.0,"Congressman Frank Lucas is an incredible Representative for the wonderful people of Oklahoma's 3rd Congressional District! A Fifth Generation Oklahoman, and lifelong Farmer and Rancher, Frank is a strong and effective Voice for American Agriculture, and our amazing Farmers and Ranchers. In Congress, he is fighting tirelessly to Cut Taxes and Regulations, Promote MADE IN THE U.S.A., Champion American Energy DOMINANCE by helping to keep the price of Gasoline, Oil, and all forms of Energy VERY LOW, Continue to Secure our now Secure Border, Strengthen our Military/Veterans, and Defend our always under siege Second Amendment. Frank Lucas has my Complete and Total Endorsement for Re-Election  HE WILL NEVER LET YOU DOWN!","Congressman Frank Lucas is an incredible Representative for the wonderful people of Oklahoma's 3rd Congressional District! A Fifth Generation Oklahoman, and lifelong Farmer and Rancher, Frank is a strong and effective Voice for American Agriculture, and our amazing Farmers and Ranchers. In Congress, he is fighting tirelessly to Cut Taxes and Regulations, Promote MADE IN THE U.S.A., Champion American Energy DOMINANCE by helping to keep the price of Gasoline, Oil, and all forms of Energy VERY LOW, Continue to Secure our now Secure Border, Strengthen our Military/Veterans, and Defend our always under siege Second Amendment. Frank Lucas has my Complete and Total Endorsement for Re-Election  HE WILL NEVER LET YOU DOWN!",9,0.995878409
88,16:12.5,"Jon Husted is doing an incredible job as Senator for the Great State of Ohio! He served as your Lieutenant Governor for seven years prior to becoming a very distinguished and well respected Senator. Jon is a wonderful man, has ALWAYS delivered for Ohio, and will continue doing so in the U.S. Senate. He is working hard to Create Jobs, Lower Costs, Promote Products and Services MADE IN AMERICA by our incredible Ohio Workers, Support our Great Farmers, Champion Innovation, Secure our Border, Stop Criminals, Strengthen our Military/Veterans, and Strongly Protect our always under siege Second Amendment. We are delivering BIG WINS for America. One of the leaders I know I can count on is Ohio's Senator Jon Husted. He will fight to advance Common Sense Values, and put AMERICA FIRST. Jon Husted has my Complete and Total Endorsement   HE WILL NOT LET YOU DOWN!","Jon Husted is doing an incredible job as Senator for the Great State of Ohio! He served as your Lieutenant Governor for seven years prior to becoming a very distinguished and well respected Senator. Jon is a wonderful man, has ALWAYS delivered for Ohio, and will continue doing so in the U.S. Senate. He is working hard to Create Jobs, Lower Costs, Promote Products and Services MADE IN AMERICA by our incredible Ohio Workers, Support our Great Farmers, Champion Innovation, Secure our Border, Stop Criminals, Strengthen our Military/Veterans, and Strongly Protect our always under siege Second Amendment. We are delivering BIG WINS for America. One of the leaders I know I can count on is Ohio's Senator Jon Husted. He will fight to advance Common Sense Values, and put AMERICA FIRST. Jon Husted has my Complete and Total Endorsement   HE WILL NOT LET YOU DOWN!",9,0.919603039
89,49:03.2,"Senator Cynthia Lummis is an America First Warrior for the Wonderful People of Wyoming! As the Chair of the Senate Banking Subcommittee on Digital Assets, Cynthia is working closely with me to make America the Crypto Capital of the World. Cynthia is fighting tirelessly to Grow the Economy, Cut Taxes and Regulations, Secure our Border, Defend our always under siege Second Amendment, Strengthen our Incredible Military/Vets, and Put our Great Farmers, Ranchers, and Energy Producers FIRST. Senator Cynthia Lummis has my Complete and Total Endorsement for Re-Election â SHE WILL NEVER LET YOU DOWN!","Senator Cynthia Lummis is an America First Warrior for the Wonderful People of Wyoming! As the Chair of the Senate Banking Subcommittee on Digital Assets, Cynthia is working closely with me to make America the Crypto Capital of the World. Cynthia is fighting tirelessly to Grow the Economy, Cut Taxes and Regulations, Secure our Border, Defend our always under siege Second Amendment, Strengthen our Incredible Military/Vets, and Put our Great Farmers, Ranchers, and Energy Producers FIRST. Senator Cynthia Lummis has my Complete and Total Endorsement for Re-Election â SHE WILL NEVER LET YOU DOWN!",9,0.995253008
90,41:11.8,"Congressman John Joyce is a fantastic Champion for Pennsylvania's 13th Congressional District! An Original Member of my Pennsylvania Federal Leadership Team, John is fighting hard in Congress to Secure the Border, Unleash American Energy, Support our Military/Veterans, Defend our always under siege Second Amendment, and Restore PEACE THROUGH STRENGTH. John Joyce has my Complete and Total Endorsement for Re-Election â HE WILL NEVER LET YOU DOWN!","Congressman John Joyce is a fantastic Champion for Pennsylvania's 13th Congressional District! An Original Member of my Pennsylvania Federal Leadership Team, John is fighting hard in Congress to Secure the Border, Unleash American Energy, Support our Military/Veterans, Defend our always under siege Second Amendment, and Restore PEACE THROUGH STRENGTH. John Joyce has my Complete and Total Endorsement for Re-Election â HE WILL NEVER LET YOU DOWN!",9,0.99364614
91,13:21.6,"Chief of U.S. Border Patrol, Michael Banks: ""We are breaking record numbers in the right direction now....""""CBP'S 0 RELEASES IN MAY DOWN FROM 62,000 UNDER BIDEN""","Chief of U.S. Border Patrol, Michael Banks: ""We are breaking record numbers in the right direction now....""""CBP'S 0 RELEASES IN MAY DOWN FROM 62,000 UNDER BIDEN""",10,0.4366205
92,06:25.1,ILLEGAL BORDER CROSSINGS LAST MONTH WERE THE LOWEST EVER RECORDED. THANK YOU!!!,ILLEGAL BORDER CROSSINGS LAST MONTH WERE THE LOWEST EVER RECORDED. THANK YOU!!!,10,0.969766738
93,26:54.3,"Sleepy Joe Biden, THE WORST PRESIDENT IN THE HISTORY OF THE UNITED STATES, has allowed millions and millions of Criminals, many of them murderers, drug dealers, and people released from prisons and mental institutions from all around the world, to enter our Country through it's very dangerous and ill conceived Open Border. Sorry, but it's my job to get these killers and thugs out of here. THAT'S WHAT I GOT ELECTED TO DO. MAGA!","Sleepy Joe Biden, THE WORST PRESIDENT IN THE HISTORY OF THE UNITED STATES, has allowed millions and millions of Criminals, many of them murderers, drug dealers, and people released from prisons and mental institutions from all around the world, to enter our Country through it's very dangerous and ill conceived Open Border. Sorry, but it's my job to get these killers and thugs out of here. THAT'S WHAT I GOT ELECTED TO DO. MAGA!",10,0.747652428
94,11:57.2,We cannot have open migration from any country where we cannot safely and reliably vet and screen....,We cannot have open migration from any country where we cannot safely and reliably vet and screen....,10,0.961498198
95,41:51.4,"I told Canada, which very much wants to be part of our fabulous Golden Dome System, that it will cost $61 Billion Dollars if they remain a separate, but unequal, Nation, but will cost ZERO DOLLARS if they become our cherished 51st State. They are considering the offer!","I told Canada, which very much wants to be part of our fabulous Golden Dome System, that it will cost $61 Billion Dollars if they remain a separate, but unequal, Nation, but will cost ZERO DOLLARS if they become our cherished 51st State. They are considering the offer!",10,0.668759747
96,31:40.3,"Exciting news! Due to my Executive Order, which I proudly signed yesterday, the NCAA has officially changed their policy of allowing men in Women’s Sports – IT IS NOW BANNED! This is a great day for women and girls across our Country. Men should have NEVER been allowed to compete against women in the first place, but I am proud to be the President to SAVE Women’s Sports. We expect the Olympics Committee to also use Common Sense, and implement this policy, which is very popular among the American People, and the entire World!","Exciting news! Due to my Executive Order, which I proudly signed yesterday, the NCAA has officially changed their policy of allowing men in Women’s Sports – IT IS NOW BANNED! This is a great day for women and girls across our Country. Men should have NEVER been allowed to compete against women in the first place, but I am proud to be the President to SAVE Women’s Sports. We expect the Olympics Committee to also use Common Sense, and implement this policy, which is very popular among the American People, and the entire World!",10,0.802850298
97,37:42.7,"""Egg prices have definitely turned a corner...with large egg prices, on average, down 59% since February 28th.""","""Egg prices have definitely turned a corner...with large egg prices, on average, down 59% since February 28th.""",10,0.977133014
98,45:39.1,"FOR REPUBLICANS, THIS SHOULD BE AN EASY YES VOTE. RIDICULOUS!!!","FOR REPUBLICANS, THIS SHOULD BE AN EASY YES VOTE. RIDICULOUS!!!",10,0.947004334
99,58:31.8,"AMERICA IS HOT! SIX MONTHS AGO IT WAS COLD AS ICE! BORDER IS CLOSED, PRICES ARE DOWN. WAGES ARE UP!","AMERICA IS HOT! SIX MONTHS AGO IT WAS COLD AS ICE! BORDER IS CLOSED, PRICES ARE DOWN. WAGES ARE UP!",10,0.975111684
100,19:59.5,THE DEMOCRATS ARE IN TOTAL DISARRAY!,THE DEMOCRATS ARE IN TOTAL DISARRAY!,10,0.915010252